geneID	LG	start	stop	strand	biotype
100699814	NC_031969.1	12148694	12151777	+	protein_coding
100700082	NC_031969.1	12157144	12175145	+	protein_coding
102075575	NC_031969.1	12175234	12183217	-	protein_coding
100700353	NC_031969.1	12185570	12188041	-	protein_coding
100700629	NC_031969.1	12202279	12224033	-	protein_coding
100711997	NC_031969.1	12254635	12268215	+	protein_coding
100712265	NC_031969.1	12268308	12273540	-	protein_coding
100701172	NC_031969.1	12273738	12277428	-	protein_coding
100701443	NC_031969.1	12277494	12280380	+	protein_coding
100712532	NC_031969.1	12282581	12292201	-	protein_coding
100689915	NC_031969.1	12296203	12304098	+	protein_coding
100690180	NC_031969.1	12308853	12311402	+	protein_coding
100701714	NC_031969.1	12311277	12340729	-	protein_coding
100690447	NC_031969.1	12347928	12351500	+	protein_coding
100690722	NC_031969.1	12351774	12365213	-	protein_coding
100701987	NC_031969.1	12368951	12369881	-	protein_coding
109201892	NC_031969.1	12370742	12371553	+	protein_coding
109201898	NC_031969.1	12372094	12373071	-	pseudogene
109201893	NC_031969.1	12374453	12375362	-	protein_coding
109201896	NC_031969.1	12376221	12377054	+	protein_coding
109201771	NC_031969.1	12377859	12379790	-	pseudogene
102080791	NC_031969.1	12379711	12382583	+	protein_coding
100702435	NC_031969.1	12383983	12385431	-	protein_coding
100690989	NC_031969.1	12386508	12387555	+	protein_coding
100702704	NC_031969.1	12389690	12390454	-	protein_coding
100703792	NC_031969.1	12395110	12395918	+	protein_coding
109201897	NC_031969.1	12398692	12399886	-	protein_coding
109201895	NC_031969.1	12402061	12402899	+	protein_coding
100703247	NC_031969.1	12404829	12410107	-	protein_coding
109201894	NC_031969.1	12407080	12407858	+	protein_coding
100702974	NC_031969.1	12409009	12410155	-	protein_coding
100703516	NC_031969.1	12414881	12417135	-	protein_coding
100704059	NC_031969.1	12417807	12418728	-	protein_coding
102080222	NC_031969.1	12419420	12420293	+	protein_coding
109201899	NC_031969.1	12422283	12423224	-	protein_coding
109201906	NC_031969.1	12423962	12424887	+	protein_coding
109201902	NC_031969.1	12426754	12427914	-	protein_coding
109201904	NC_031969.1	12427901	12428731	+	protein_coding
109201900	NC_031969.1	12431167	12432289	-	protein_coding
109201903	NC_031969.1	12432241	12433095	+	protein_coding
109201901	NC_031969.1	12434639	12436123	-	protein_coding
109201905	NC_031969.1	12436110	12436940	+	protein_coding
100704503	NC_031969.1	12439393	12440149	-	protein_coding
109201907	NC_031969.1	12440525	12441357	+	protein_coding
109194310	NC_031969.1	12443811	12444568	-	protein_coding
100704772	NC_031969.1	12444944	12446145	+	protein_coding
100691253	NC_031969.1	12449115	12471130	-	protein_coding
100691522	NC_031969.1	12472733	12505341	-	protein_coding
100705043	NC_031969.1	12510437	12530112	+	protein_coding
100705481	NC_031969.1	12530398	12536202	-	protein_coding
106097997	NC_031969.1	12536259	12568864	+	lncRNA
100691791	NC_031969.1	12540103	12586313	-	protein_coding
109201908	NC_031969.1	12569693	12579509	+	lncRNA
100692060	NC_031969.1	12608726	12620431	-	protein_coding
100692332	NC_031969.1	12623976	12633276	-	protein_coding
100705744	NC_031969.1	12636200	12641428	-	protein_coding
100706004	NC_031969.1	12645290	12646393	-	protein_coding
100692872	NC_031969.1	12651023	12693381	-	protein_coding
100693419	NC_031969.1	12719116	12735045	+	protein_coding
102077428	NC_031969.1	12735054	12736539	-	lncRNA
100706458	NC_031969.1	12736578	12749865	+	protein_coding
109194464	NC_031969.1	12750693	12785244	+	protein_coding
102082257	NC_031969.1	12751890	12752871	+	misc_RNA
100693680	NC_031969.1	12785469	12799808	-	protein_coding
109201910	NC_031969.1	12791846	12793988	+	protein_coding
100693949	NC_031969.1	12801246	12803172	+	protein_coding
109201909	NC_031969.1	12803784	12813191	+	protein_coding
106097832	NC_031969.1	12807601	12809720	+	lncRNA
100694488	NC_031969.1	12823602	12827751	-	protein_coding
100694758	NC_031969.1	12829209	12835570	-	protein_coding
100695016	NC_031969.1	12836668	12842044	+	protein_coding
106098006	NC_031969.1	12842415	12889288	+	lncRNA
102076556	NC_031969.1	12894555	12919923	+	lncRNA
100706729	NC_031969.1	12927107	12946692	+	protein_coding
100706999	NC_031969.1	13002714	13052232	-	protein_coding
109201911	NC_031969.1	13022461	13025834	+	protein_coding
100695815	NC_031969.1	13070601	13115438	-	protein_coding
100707265	NC_031969.1	13125444	13131439	+	protein_coding
109201913	NC_031969.1	13159624	13160655	+	lncRNA
100696073	NC_031969.1	13163354	13191614	+	protein_coding
100696339	NC_031969.1	13191994	13195334	-	protein_coding
100707525	NC_031969.1	13195420	13200060	+	protein_coding
100696603	NC_031969.1	13201293	13205607	+	protein_coding
100696868	NC_031969.1	13206289	13230496	-	protein_coding
100707795	NC_031969.1	13232349	13238941	-	protein_coding
100707599	NC_031969.1	13241515	13252898	+	protein_coding
109201912	NC_031969.1	13265166	13267931	+	lncRNA
100706261	NC_031969.1	13281913	13293200	+	protein_coding
100712344	NC_031969.1	13305293	13316577	+	protein_coding
100702068	NC_031969.1	13320368	13331035	+	protein_coding
102083013	NC_031969.1	13335697	13346351	+	protein_coding
100698204	NC_031969.1	13350113	13360841	+	protein_coding
102082955	NC_031969.1	13362930	13365659	+	lncRNA
100689722	NC_031969.1	13380516	13390991	+	protein_coding
100694850	NC_031969.1	13395014	13397751	+	pseudogene
100705031	NC_031969.1	13400662	13413192	+	protein_coding
100695112	NC_031969.1	13423881	13435053	+	protein_coding
102082566	NC_031969.1	13435368	13441593	-	protein_coding
100695377	NC_031969.1	13442345	13451135	-	protein_coding
100708333	NC_031969.1	13453469	13456437	-	protein_coding
100708605	NC_031969.1	13469436	13490200	+	protein_coding
100695639	NC_031969.1	13496397	13501161	+	protein_coding
100695908	NC_031969.1	13501349	13528476	-	protein_coding
100696166	NC_031969.1	13530682	13533829	-	protein_coding
100696433	NC_031969.1	13535788	13545811	-	protein_coding
100708874	NC_031969.1	13546031	13548565	+	protein_coding
100696700	NC_031969.1	13548641	13564327	-	protein_coding
100696965	NC_031969.1	13564629	13577213	-	protein_coding
100697234	NC_031969.1	13577929	13585538	-	protein_coding
100709145	NC_031969.1	13585611	13588803	-	protein_coding
102080488	NC_031969.1	13588732	13594866	+	protein_coding
102080136	NC_031969.1	13595006	13597918	-	protein_coding
100709412	NC_031969.1	13598229	13601408	+	protein_coding
100709683	NC_031969.1	13603883	13607139	+	protein_coding
100709957	NC_031969.1	13607124	13614045	-	protein_coding
100697499	NC_031969.1	13614220	13618366	-	protein_coding
106098004	NC_031969.1	13620835	13625615	-	protein_coding
109201914	NC_031969.1	13625810	13630661	-	lncRNA
100698034	NC_031969.1	13633392	13641440	-	protein_coding
100698301	NC_031969.1	13700678	13796360	+	protein_coding
102079372	NC_031969.1	13777530	13784100	-	lncRNA
102079215	NC_031969.1	13799260	13804396	-	protein_coding
100698562	NC_031969.1	13813216	13829553	-	protein_coding
102079027	NC_031969.1	13835438	13840814	+	protein_coding
100698833	NC_031969.1	13845600	13848626	-	protein_coding
100710222	NC_031969.1	13853174	13857350	+	protein_coding
100710480	NC_031969.1	13856543	13888971	-	protein_coding
106097993	NC_031969.1	13863523	13865450	+	lncRNA
100699104	NC_031969.1	13889061	13894377	+	protein_coding
100699371	NC_031969.1	13894474	13938135	+	protein_coding
100699644	NC_031969.1	13940839	13945369	-	protein_coding
100711281	NC_031969.1	13946610	13952343	-	protein_coding
100711553	NC_031969.1	13954596	13959903	-	protein_coding
100699909	NC_031969.1	13962344	13970462	+	protein_coding
100700176	NC_031969.1	13969201	13978167	-	protein_coding
100700452	NC_031969.1	13981511	14001765	-	protein_coding
100711821	NC_031969.1	14002141	14006539	-	protein_coding
102076613	NC_031969.1	14010922	14016519	+	protein_coding
100712088	NC_031969.1	14018366	14021156	-	protein_coding
100700721	NC_031969.1	14022500	14026870	+	protein_coding
109201915	NC_031969.1	14026876	14028762	-	protein_coding
102080985	NC_031969.1	14034989	14038493	-	protein_coding
100700989	NC_031969.1	14049747	14100886	+	protein_coding
102076321	NC_031969.1	14130602	14135304	+	lncRNA
100701265	NC_031969.1	14137270	14142605	-	protein_coding
100712355	NC_031969.1	14145884	14150738	-	protein_coding
100689735	NC_031969.1	14151782	14153834	+	protein_coding
100690004	NC_031969.1	14153220	14165047	-	protein_coding
100690270	NC_031969.1	14166887	14169544	-	protein_coding
100690538	NC_031969.1	14169563	14178615	-	protein_coding
100701536	NC_031969.1	14178112	14182865	+	protein_coding
100701808	NC_031969.1	14184144	14185561	-	protein_coding
102082728	NC_031969.1	14187828	14190616	-	lncRNA
100690812	NC_031969.1	14190056	14200263	+	protein_coding
100702080	NC_031969.1	14201160	14204098	-	protein_coding
100691075	NC_031969.1	14204244	14207007	+	protein_coding
100691343	NC_031969.1	14209260	14235241	+	protein_coding
102082323	NC_031969.1	14216275	14220279	-	protein_coding
109201916	NC_031969.1	14243374	14245599	-	lncRNA
100691613	NC_031969.1	14269847	14276347	+	protein_coding
100691881	NC_031969.1	14286718	14291165	-	protein_coding
100692150	NC_031969.1	14294888	14299667	+	protein_coding
100692420	NC_031969.1	14300292	14308230	-	protein_coding
102081860	NC_031969.1	14470770	14472594	+	lncRNA
102081807	NC_031969.1	14474296	14475177	+	lncRNA
102081700	NC_031969.1	14489254	14490346	-	protein_coding
100697885	NC_031969.1	14494627	14519086	-	protein_coding
100697618	NC_031969.1	14534545	14545335	+	protein_coding
100701746	NC_031969.1	14570541	14573254	-	protein_coding
100697350	NC_031969.1	14586909	14599449	-	protein_coding
100697078	NC_031969.1	14604604	14688260	-	protein_coding
102080394	NC_031969.1	14705712	14730980	+	lncRNA
100701473	NC_031969.1	14738032	14763774	+	protein_coding
100701199	NC_031969.1	14765649	14771791	+	protein_coding
100696811	NC_031969.1	14773030	14824790	+	protein_coding
100696545	NC_031969.1	14824873	14857654	-	protein_coding
100695492	NC_031969.1	14873317	14909746	+	V_segment
102083317	NC_031969.1	14895731	14896221	+	V_segment
100694959	NC_031969.1	14912432	14917888	+	pseudogene
109201919	NC_031969.1	14919259	14919977	+	V_segment
100694700	NC_031969.1	14921738	14936147	+	pseudogene
106097742	NC_031969.1	14929224	14969033	+	V_segment
100696858	NC_031969.1	14970430	14978203	+	protein_coding
100692545	NC_031969.1	14986159	15027101	+	V_segment
102078343	NC_031969.1	14992592	14994344	-	lncRNA
100700024	NC_031969.1	14995048	15002147	+	V_segment
102083070	NC_031969.1	15034381	15044229	+	protein_coding
106098575	NC_031969.1	15045645	15053647	+	protein_coding
100691467	NC_031969.1	15055803	15066441	+	V_segment
100692240	NC_031969.1	15074952	15096211	+	C_region
106098582	NC_031969.1	15076197	15076727	+	lncRNA
109201772	NC_031969.1	15085555	15086030	+	V_segment
109201920	NC_031969.1	15094965	15096126	+	C_region
102078929	NC_031969.1	15098313	15116484	+	V_segment
109194566	NC_031969.1	15120494	15126899	+	V_segment
109201918	NC_031969.1	15128413	15147937	+	protein_coding
109201921	NC_031969.1	15134387	15135839	-	lncRNA
109194552	NC_031969.1	15149457	15163585	+	protein_coding
100698952	NC_031969.1	15170526	15186346	+	pseudogene
100698499	NC_031969.1	15188558	15205990	-	V_segment
100702598	NC_031969.1	15207872	15239097	-	V_segment
109201922	NC_031969.1	15212018	15216636	+	protein_coding
109201923	NC_031969.1	15218005	15219972	-	protein_coding
100702330	NC_031969.1	15231453	15243174	-	V_segment
102077370	NC_031969.1	15245115	15257260	-	V_segment
102076964	NC_031969.1	15264248	15266524	+	protein_coding
100697435	NC_031969.1	15266588	15269048	-	protein_coding
100712478	NC_031969.1	15270180	15275072	+	protein_coding
100712211	NC_031969.1	15276943	15284052	-	protein_coding
100711942	NC_031969.1	15286042	15290942	+	protein_coding
100697168	NC_031969.1	15290575	15301368	+	protein_coding
102076346	NC_031969.1	15309731	15312998	-	lncRNA
100711670	NC_031969.1	15318476	15324032	-	protein_coding
100711397	NC_031969.1	15324533	15328974	-	protein_coding
100696902	NC_031969.1	15330946	15334488	+	protein_coding
100711127	NC_031969.1	15335626	15340108	-	protein_coding
100710863	NC_031969.1	15341041	15344149	-	protein_coding
100696636	NC_031969.1	15346595	15364101	+	protein_coding
100710594	NC_031969.1	15368549	15370406	-	protein_coding
100710330	NC_031969.1	15370819	15373920	+	protein_coding
100696197	NC_031969.1	15374069	15384417	-	protein_coding
102083140	NC_031969.1	15385067	15389188	+	protein_coding
102083069	NC_031969.1	15411066	15472824	+	protein_coding
109201924	NC_031969.1	15443403	15445270	-	lncRNA
100695939	NC_031969.1	15494092	15502117	+	protein_coding
102082794	NC_031969.1	15502797	15507313	-	lncRNA
100710065	NC_031969.1	15507413	15513718	+	protein_coding
100702554	NC_031969.1	15548448	15551007	-	protein_coding
109201925	NC_031969.1	15551105	15553106	+	lncRNA
100709795	NC_031969.1	15562784	15603868	-	protein_coding
100709526	NC_031969.1	15605948	15622961	-	protein_coding
100702284	NC_031969.1	15623610	15631288	-	protein_coding
109201926	NC_031969.1	15637610	15640833	-	protein_coding
102082731	NC_031969.1	15644385	15648637	-	protein_coding
100701747	NC_031969.1	15648725	15655289	-	protein_coding
100709259	NC_031969.1	15656307	15659782	-	protein_coding
100708988	NC_031969.1	15662899	15675607	+	protein_coding
102080948	NC_031969.1	15663224	15665474	-	protein_coding
100708720	NC_031969.1	15675749	15676863	+	protein_coding
100701474	NC_031969.1	15677570	15685019	+	protein_coding
100708180	NC_031969.1	15724786	15731922	+	protein_coding
100707908	NC_031969.1	15733908	15735903	+	protein_coding
100701200	NC_031969.1	15737342	15740619	+	protein_coding
100700923	NC_031969.1	15740782	15756186	+	protein_coding
100707635	NC_031969.1	15758286	15768946	+	protein_coding
100700658	NC_031969.1	15769558	15780540	+	protein_coding
100700387	NC_031969.1	15780758	15782004	-	protein_coding
102082641	NC_031969.1	15783912	15787470	+	protein_coding
109201825	NC_031969.1	15789066	15792805	+	protein_coding
100707371	NC_031969.1	15793631	15824261	+	protein_coding
100699759	NC_031969.1	15936720	15940634	+	protein_coding
102079698	NC_031969.1	15980900	16087817	-	lncRNA
100699490	NC_031969.1	16087054	16093315	+	protein_coding
100698953	NC_031969.1	16094315	16120009	-	protein_coding
109201928	NC_031969.1	16127740	16128777	+	protein_coding
109201927	NC_031969.1	16128868	16130417	-	protein_coding
102077558	NC_031969.1	16165256	16167227	+	protein_coding
100698682	NC_031969.1	16179902	16183344	-	protein_coding
102079438	NC_031969.1	16184693	16221192	+	lncRNA
100707100	NC_031969.1	16230580	16288790	+	protein_coding
100706837	NC_031969.1	16287276	16302296	-	protein_coding
100698415	NC_031969.1	16303018	16308797	-	protein_coding
102078928	NC_031969.1	16308804	16314070	+	protein_coding
100698152	NC_031969.1	16313859	16323316	-	protein_coding
100706565	NC_031969.1	16333280	16338589	-	protein_coding
109194474	NC_031969.1	16340297	16346922	-	protein_coding
109201929	NC_031969.1	16350339	16356256	-	protein_coding
100706297	NC_031969.1	16359029	16365509	-	protein_coding
100706036	NC_031969.1	16366935	16398259	-	protein_coding
100705774	NC_031969.1	16400731	16412448	-	protein_coding
106098574	NC_031969.1	16415629	16419410	-	lncRNA
100705511	NC_031969.1	16422154	16428787	-	protein_coding
109202115	NC_031969.1	16427076	16427149	-	tRNA
100705244	NC_031969.1	16432982	16438282	+	protein_coding
100708446	NC_031969.1	16439649	16444344	-	protein_coding
100704978	NC_031969.1	16444648	16562492	+	protein_coding
102077036	NC_031969.1	16501435	16524069	-	protein_coding
100704707	NC_031969.1	16562686	16591290	-	protein_coding
100704439	NC_031969.1	16592119	16605152	+	protein_coding
100704173	NC_031969.1	16611052	16625085	+	protein_coding
100703903	NC_031969.1	16626994	16669127	+	protein_coding
100703632	NC_031969.1	16669694	16710687	+	protein_coding
100703357	NC_031969.1	16711633	16721184	+	protein_coding
100699489	NC_031969.1	16721119	16724650	-	protein_coding
100697703	NC_031969.1	16726289	16731057	-	protein_coding
100703087	NC_031969.1	16731162	16759341	-	protein_coding
100702021	NC_031969.1	16761800	16826590	+	protein_coding
100702821	NC_031969.1	16839679	16858123	+	protein_coding
102075847	NC_031969.1	16941178	16951594	-	protein_coding
102081603	NC_031969.1	16963669	16979104	+	protein_coding
109194586	NC_031969.1	16999943	17012783	+	protein_coding
100702553	NC_031969.1	17017018	17027323	+	protein_coding
109201773	NC_031969.1	17034907	17046262	+	protein_coding
102082057	NC_031969.1	17051433	17068842	+	protein_coding
106098577	NC_031969.1	17070781	17079259	+	lncRNA
109201930	NC_031969.1	17081950	17082699	+	lncRNA
106098578	NC_031969.1	17088506	17125852	+	lncRNA
109194209	NC_031969.1	17098851	17112332	-	protein_coding
102082117	NC_031969.1	17126250	17144502	-	protein_coding
102083097	NC_031969.1	17146230	17160591	+	protein_coding
100699670	NC_031969.1	17194517	17197526	+	protein_coding
100699400	NC_031969.1	17203078	17221203	+	protein_coding
102081275	NC_031969.1	17228642	17239561	+	protein_coding
100699133	NC_031969.1	17243666	17275574	-	protein_coding
100711214	NC_031969.1	17275663	17279919	+	protein_coding
100698866	NC_031969.1	17280013	17292741	+	protein_coding
102079696	NC_031969.1	17293974	17307375	-	protein_coding
102079620	NC_031969.1	17302514	17304869	+	lncRNA
100698595	NC_031969.1	17313922	17319849	-	protein_coding
100698332	NC_031969.1	17319899	17340001	+	protein_coding
109201931	NC_031969.1	17345546	17347932	-	pseudogene
109201933	NC_031969.1	17348287	17351428	-	lncRNA
100698065	NC_031969.1	17352551	17362003	+	protein_coding
102078988	NC_031969.1	17367090	17372440	+	protein_coding
100697799	NC_031969.1	17373488	17378334	+	protein_coding
102078829	NC_031969.1	17383166	17386739	+	protein_coding
100697528	NC_031969.1	17400010	17483456	+	protein_coding
100710776	NC_031969.1	17488209	17532629	-	protein_coding
100697265	NC_031969.1	17531444	17571946	+	protein_coding
100710509	NC_031969.1	17572878	17590245	+	protein_coding
100710251	NC_031969.1	17593281	17649132	-	protein_coding
100696996	NC_031969.1	17649882	17668965	-	protein_coding
100709985	NC_031969.1	17682321	17751468	-	protein_coding
100709711	NC_031969.1	17761821	17771140	-	protein_coding
100709440	NC_031969.1	17774993	17780344	-	protein_coding
100709361	NC_031969.1	17834466	17848359	-	protein_coding
100708633	NC_031969.1	17853720	17858270	+	protein_coding
100708903	NC_031969.1	17859425	17866193	+	protein_coding
100696728	NC_031969.1	17869803	17877289	-	protein_coding
100696459	NC_031969.1	17877645	17911685	+	protein_coding
109201934	NC_031969.1	17939241	17944840	+	lncRNA
100708360	NC_031969.1	17946489	17951436	+	protein_coding
109201935	NC_031969.1	17994022	18000052	-	protein_coding
100696193	NC_031969.1	18023635	18075440	+	protein_coding
100695935	NC_031969.1	18096105	18122759	+	protein_coding
100695667	NC_031969.1	18178141	18206850	-	protein_coding
100695407	NC_031969.1	18206902	18251431	+	protein_coding
100695144	NC_031969.1	18251417	18257378	-	protein_coding
102076739	NC_031969.1	18254582	18271333	+	protein_coding
100707822	NC_031969.1	18257618	18260946	-	protein_coding
100694876	NC_031969.1	18271826	18284118	-	protein_coding
102075962	NC_031969.1	18293763	18297230	-	lncRNA
109201806	NC_031969.1	18362668	18363663	+	lncRNA
109194490	NC_031969.1	18365513	18366276	-	lncRNA
100694611	NC_031969.1	18388313	18508613	+	protein_coding
109201936	NC_031969.1	18462362	18466225	-	lncRNA
100694343	NC_031969.1	18522769	18527557	-	protein_coding
100694070	NC_031969.1	18535653	18546915	+	protein_coding
100707366	NC_031969.1	18601384	18606936	-	protein_coding
102080918	NC_031969.1	18608426	18647378	-	protein_coding
100707096	NC_031969.1	18661625	18679833	+	protein_coding
100693798	NC_031969.1	18679837	18710320	-	protein_coding
100706832	NC_031969.1	18713109	18722371	+	protein_coding
109201807	NC_031969.1	18793300	18793764	+	lncRNA
106097417	NC_031969.1	18795881	18796566	+	protein_coding
100698994	NC_031969.1	18804159	18809738	+	pseudogene
102083215	NC_031969.1	18809904	18810338	+	V_segment
109201774	NC_031969.1	18844911	18845362	+	V_segment
109202077	NC_031969.1	18849889	18853637	+	lncRNA
102075630	NC_031969.1	18870159	18870633	+	V_segment
109202085	NC_031969.1	18888303	18889711	+	lncRNA
109202071	NC_031969.1	18901557	18901995	+	V_segment
109201775	NC_031969.1	18907687	18908145	+	V_segment
102082969	NC_031969.1	18917854	18918358	+	V_segment
102075520	NC_031969.1	18930135	18930655	+	V_segment
109202070	NC_031969.1	18940412	18940863	+	V_segment
109201776	NC_031969.1	18947199	18947663	+	V_segment
109201777	NC_031969.1	18955501	18955952	+	V_segment
109201778	NC_031969.1	18971482	18971952	+	V_segment
109201779	NC_031969.1	18975621	18976082	+	V_segment
106096722	NC_031969.1	18982842	18983326	+	V_segment
106096732	NC_031969.1	18984268	18987226	+	lncRNA
102082913	NC_031969.1	18989761	18990590	+	V_segment
102083129	NC_031969.1	19011534	19018092	-	protein_coding
106096721	NC_031969.1	19027345	19081965	+	V_segment
102076531	NC_031969.1	19055624	19057492	+	lncRNA
106096729	NC_031969.1	19059985	19836924	+	V_segment
109202063	NC_031969.1	19062158	19070775	+	V_segment
106096728	NC_031969.1	19088624	19089073	+	V_segment
109194368	NC_031969.1	19161738	19179152	+	protein_coding
100709007	NC_031969.1	19183549	19188171	+	protein_coding
100705263	NC_031969.1	19190772	19205540	-	protein_coding
102078687	NC_031969.1	19206123	19210738	-	protein_coding
100709278	NC_031969.1	19211181	19218838	+	protein_coding
100709546	NC_031969.1	19226442	19232062	+	protein_coding
106099013	NC_031969.1	19233956	19243540	-	misc_RNA
109202072	NC_031969.1	19246918	19250111	+	lncRNA
109194329	NC_031969.1	19252700	19274929	-	protein_coding
100709815	NC_031969.1	19278432	19303942	-	protein_coding
100710085	NC_031969.1	19306225	19313977	+	protein_coding
100705531	NC_031969.1	19315057	19317475	-	protein_coding
100705793	NC_031969.1	19320764	19324027	+	protein_coding
102082268	NC_031969.1	19324717	19384525	-	protein_coding
100710348	NC_031969.1	19394331	19406488	-	protein_coding
100710613	NC_031969.1	19423245	19456232	-	protein_coding
100710878	NC_031969.1	19463485	19565214	-	protein_coding
100706055	NC_031969.1	19599508	19602108	+	protein_coding
100711144	NC_031969.1	19612150	19666202	-	protein_coding
100706318	NC_031969.1	19665596	19669926	+	protein_coding
102082360	NC_031969.1	19670765	19691272	-	protein_coding
100711414	NC_031969.1	19693811	19710613	-	protein_coding
100706585	NC_031969.1	19727023	19738058	+	protein_coding
100711685	NC_031969.1	19738991	19759141	+	protein_coding
109194309	NC_031969.1	19742185	19746053	-	lncRNA
100711957	NC_031969.1	19763031	19779817	+	protein_coding
100712225	NC_031969.1	19782633	19812376	+	protein_coding
109202073	NC_031969.1	19838095	19838661	+	lncRNA
109202075	NC_031969.1	19838655	19839265	+	lncRNA
109202054	NC_031969.1	19842169	19848065	-	protein_coding
102080963	NC_031969.1	19868132	19868618	+	V_segment
109201780	NC_031969.1	19883655	19884105	+	V_segment
102081044	NC_031969.1	19893028	19893669	+	V_segment
106096470	NC_031969.1	19896825	20859934	+	C_region
106096733	NC_031969.1	19916383	19921340	-	lncRNA
109202062	NC_031969.1	19926370	19926867	+	V_segment
100702577	NC_031969.1	19955303	19956886	+	V_segment
109202083	NC_031969.1	19970886	19996360	+	lncRNA
109202069	NC_031969.1	20020931	20021429	+	V_segment
109202055	NC_031969.1	20023059	20025419	+	protein_coding
100699871	NC_031969.1	20030265	20032076	+	V_segment
100709195	NC_031969.1	20065375	21058825	+	protein_coding
100697731	NC_031969.1	20067209	20067766	+	pseudogene
109202082	NC_031969.1	20090044	20090767	+	lncRNA
109202081	NC_031969.1	20099553	20855645	-	lncRNA
100693201	NC_031969.1	20195293	20195770	+	V_segment
106096725	NC_031969.1	20212361	20213128	+	V_segment
109202060	NC_031969.1	20225217	20232373	+	V_segment
109202061	NC_031969.1	20236732	20237273	+	V_segment
109202056	NC_031969.1	20244873	20246855	-	protein_coding
106096712	NC_031969.1	20298941	20299474	+	V_segment
109202068	NC_031969.1	20301785	20303050	+	V_segment
109202084	NC_031969.1	20323437	20324169	+	lncRNA
106096731	NC_031969.1	20331773	20332309	-	lncRNA
100694375	NC_031969.1	20361990	20362487	+	V_segment
109202052	NC_031969.1	20387862	20396153	-	protein_coding
109202067	NC_031969.1	20462967	20463642	+	V_segment
109202066	NC_031969.1	20476943	20477593	+	V_segment
102082239	NC_031969.1	20491411	20493737	+	protein_coding
109202074	NC_031969.1	20510544	20514772	+	lncRNA
100701592	NC_031969.1	20547948	20550920	+	protein_coding
102081114	NC_031969.1	20572387	20578611	+	protein_coding
106096726	NC_031969.1	20585903	20644687	+	V_segment
109202065	NC_031969.1	20590119	20590621	+	V_segment
100698364	NC_031969.1	20619052	20626170	+	V_segment
100697559	NC_031969.1	20638330	20638907	+	V_segment
109202058	NC_031969.1	20646011	20648359	+	protein_coding
106096711	NC_031969.1	20659530	20660079	+	V_segment
109202079	NC_031969.1	20679808	20681026	+	lncRNA
109202078	NC_031969.1	20686929	20687846	+	lncRNA
100695962	NC_031969.1	20693848	20694861	+	V_segment
109202080	NC_031969.1	20707397	20710999	+	lncRNA
109202057	NC_031969.1	20713303	20714756	-	protein_coding
109202064	NC_031969.1	20724148	20724822	+	V_segment
106097080	NC_031969.1	20732124	20734455	+	protein_coding
106097086	NC_031969.1	20769654	20770150	+	V_segment
102076453	NC_031969.1	20823757	20827927	+	C_region
106097085	NC_031969.1	20823991	20837708	+	C_region
106096474	NC_031969.1	20860606	20867087	+	C_region
109202076	NC_031969.1	20907748	20911322	-	lncRNA
109202053	NC_031969.1	20941393	20952346	+	C_region
109194443	NC_031969.1	20987532	20989825	+	lncRNA
100700584	NC_031969.1	20990277	20999625	-	protein_coding
102080001	NC_031969.1	21064747	21066038	+	C_region
100693985	NC_031969.1	21085053	21103251	+	protein_coding
100709459	NC_031969.1	21110281	21111361	+	protein_coding
100694261	NC_031969.1	21117229	21195862	-	protein_coding
100694528	NC_031969.1	21203158	21205141	+	protein_coding
100694796	NC_031969.1	21207739	21222046	-	protein_coding
102076224	NC_031969.1	21213115	21224804	+	protein_coding
109201937	NC_031969.1	21224887	21228245	+	protein_coding
102080167	NC_031969.1	21229150	21240484	+	protein_coding
100695056	NC_031969.1	21250768	21321637	+	protein_coding
100695323	NC_031969.1	21377924	21391443	+	protein_coding
100695589	NC_031969.1	21393207	21402171	-	protein_coding
100709730	NC_031969.1	21410494	21414850	+	protein_coding
100710604	NC_031969.1	21424340	21426442	+	protein_coding
100695855	NC_031969.1	21430167	21431994	+	protein_coding
100696116	NC_031969.1	21436343	21438221	+	protein_coding
100696380	NC_031969.1	21457294	21625274	+	protein_coding
109201938	NC_031969.1	21625252	21645887	+	protein_coding
100696644	NC_031969.1	21676965	21684546	-	protein_coding
100696910	NC_031969.1	21686325	21693737	+	protein_coding
100697177	NC_031969.1	21698469	21702639	+	protein_coding
100710871	NC_031969.1	21741442	21745306	-	protein_coding
102077801	NC_031969.1	21778369	21779952	-	lncRNA
100697444	NC_031969.1	21804555	21837070	-	protein_coding
109201940	NC_031969.1	21839668	21843894	+	protein_coding
102078160	NC_031969.1	21845478	21857978	+	protein_coding
100697711	NC_031969.1	21864283	21867218	+	protein_coding
100697972	NC_031969.1	21885219	21892440	+	protein_coding
100698244	NC_031969.1	21896002	21905391	+	protein_coding
109201941	NC_031969.1	21905391	21909973	-	lncRNA
100711136	NC_031969.1	21910544	21915848	-	protein_coding
100698775	NC_031969.1	21921667	21924709	+	protein_coding
100699048	NC_031969.1	21925196	21927553	+	protein_coding
100699319	NC_031969.1	21939221	21944875	+	protein_coding
100699590	NC_031969.1	21972198	22009897	+	protein_coding
109201942	NC_031969.1	22019082	22029606	+	lncRNA
102079345	NC_031969.1	22029697	22032696	-	lncRNA
100711407	NC_031969.1	22035837	22042388	-	protein_coding
100711863	NC_031969.1	22040866	22045271	+	protein_coding
